;Classe;Date de création ;Adresse du siège ;Site Web ;Téléphone ;Email 
765;informatique;01/12/2014; 1 rue Paul Bodin75017  Paris;http://www.deaz.co/ ;-;contact@deaz.co 
766;informatique;01/01/2014;16 boulevard Flandrin75116 Paris;http://meetrip.fr/ ;01.40.50.88.67 ;contact@meetrip.com 
767;informatique;01/01/2014;180 Avenue Georges Caustier 66000  Perpignan;https://www.wineadvisor.com/fr/ ;-;-
768;informatique;01/06/2015;-- -;http://www.catchmysong.com/ ;;contact@catchmysong.com
769;informatique;01/03/2015;20 allée de la Râperie 59650  Villeneuve d’Ascq;http://www.mapreuve.com/fr/ ;-;-
770;informatique;01/01/2015;-- -;http://www.histoiresdunsoir.fr/ ;-;emma@histoiresdunsoir.fr 
771;informatique;01/01/2015;-13100  Aix-en-Provence;http://wease-app.com/ ;-;bonjour@wease-app.com 
772;informatique;01/02/2012;25 RUE CORNEILLE 59100  ROUBAIX;http://fr.clicandwalk.com/ ;03 20 11 64 52 ;isabelle@clicandwalk.com 
773;informatique;01/01/2009;38 rue du sentier75002 Paris ;https://fr.abtasty.com/ ;01 84 17 87 52  ;contact@abtasty.com 
774;informatique;01/01/2015;18 rue Charcot, 75013  PARIS;http://www.diskeom-recuperation-donnees.com/#!a-propos/cyay ;09 50 40 07 30 ;contact@diskeom.com 
775;informatique;01/01/2015;94 traverse prat – batiment i 13008  Marseille;http://www.sopom.com/ ;-;-
776;informatique;01/01/2015;Incubateur Neoma Business School 1 Rue du Maréchal Juin76130 Mont-Saint-Aignan;http://www.lokiz.fr/ ;06 61 96 80 71;contact@lokiz.fr 
777;informatique;01/01/2014;12, rue Albert Joly 78000  Versailles ;http://www.vizzboard.com/ ;-;-
778;informatique;01/01/2015;10-14 rue Jean Perrin17000   La Rochelle;http://www.datashush.fr/ ;;jcp@datashush.com / jfr@datashush.com
779;informatique;01/01/2015;-- -;http://www.whoopr.co/ ;;
780;informatique;01/07/2013;29 RUE PASTORELLI 06000   Nice;http://www.aquilaes.com/ ;04 22 16 85 76 ;elisa@aquilaes.com 
781;informatique;01/01/2010;ZAC Euratechnologies - 2 rue Hegel59160 Lomme;http://www.horizontalsoftware.com/;03 66 72 12 80;contact@horizontalsoftware.com
782;informatique;01/01/2014;1st Floor, 345 Old StreetEC1V 9LL  Londres;http://www.geniac.com/;;info@geniac.com
783;informatique;01/01/2011;900 E. Hamilton Ave. – Suite 40095008 Campbell ;https://www.skyhighnetworks.com/;+1 866 727 8383;info@skyhighnetworks.com
784;informatique;01/01/2012;Affini-Tech Sarl Montparnasse Business Center 140 bis rue de Rennes75006  Paris;http://affini-tech.com/;;contact@affini-tech.com
785;informatique;01/01/2014;193 rue de Bercy Tour Gamma B75012  Paris;http://influans.com/;;contact@influans.com
786;informatique;01/01/2013;Immeuble Nova - 71 boulevard National92250  La Garenne-Colombes ;http://doopera.com/;(+33)1 70 82 32 56;
787;informatique;01/01/2014;30 avenue Foch60300  CHAMANT; http://www.koobbook.org/ ;+337 85 53 40 57 ;koobbook.org@gmail.com 
788;informatique;01/01/2011;14 Rue Charles Fourier91000  Évry;http://ubeeko.com/;+33 1 60 71 35 98;contact@ubeeko.com
789;informatique;01/01/2015;60 RUE DE SEINE75006  PARIS;http://www.booxup.com/ ;;
790;informatique;01/01/2014;13 rue de l'Aubrac 75013   Paris;http://www.getbirdly.com/ ;06.89.05.01.04;team@getbirdly.com 
791;informatique;01/05/2015;4 rue Marconi57070  Metz;http://www.ezbeez.com/ ;-;-
792;informatique;01/01/2015;-- -;http://www.legendareit.com/ ;;contact@legendareit.com 
793;informatique;01/01/2014;12 avenue Charles de Foucauld38700  Corenc;http://www.whoozapp.com ;01.70.37.76.61;
794;informatique;01/01/2007; 29 rue du Hâ33000  Bordeaux;support@ze-coloc.fr ;;http://ze-coloc.fr/
795;informatique;01/01/2006;126 rue de charenton75012 Paris;http://www.novatim.com/;01 44 62 81 00;contact@novatim.com
796;informatique;01/01/2010;6-8 Boulevard Haussmann75009 Paris;http://www.famoco.com/;;
797;informatique;01/01/2012;Les Nonains71570  Pruzilly;http://www.hyper-print.com/ ;09 60 12 51 55 ;
798;informatique;01/07/2013;130 rue de Lourmel 75 015  Paris;http://www.dynseo.com/fr_ca/;+33966938422;contact@dynseo.com
799;informatique;25/07/2014;40 Rue Boissonade75014  Paris;http://www.get-tinbox.com/;;contact@tinbx.com
800;informatique;11/03/2013;113 Avenue de Villiers75017  Paris;http://iperiago.com/accueil;09 72 41 73 77;
801;informatique;01/01/2010;16 rue Albert Rémy91130  Ris Orangis ;http://icrame.com/ ;-;contact@icrame.com 
802;informatique;01/01/2015;195 boulevard Malesherbes, 75017  Paris;https://rdvmanager.com/ ;01 77 62 89 61 ;team@rdvmanager.com 
803;informatique;01/02/2015;-- -;contact@kidolia.com ;;
804;informatique;01/01/2015;1047 route des dolines, allée Pierre Ziller Sophia Antipolis06560  Nice;http://www.waynote.fr/ ;-;-
805;informatique;01/05/2015;-- -;http://www.weezee.fr/ ;;mbachali@weezee.fr 
806;informatique;01/01/2013;-- -;https://frontapp.com/ ;;team@frontapp.com 
807;informatique;01/01/2014;84 Avenue de la République75011  Paris;http://www.nunki.co/ ;;pro@nunki.cov 
808;informatique;01/01/2011;Cap Oméga, rond point Benjamin Franklin34960 Montpellier;http://www.ziwit.com/;04 11 93 45 03;assistance@httpcs.com
809;informatique;01/01/2013;15 rue du Sentier75002  Paris;http://www.reminiz.com/;;contact@reminiz.com
810;informatique;01/01/2014;7 RUE DU PONCEAU75002  PARIS;http://noosfeer.com/ ;;
811;informatique;01/01/2015;33 rue Delperier  37000  TOURS;http://www.lesgeorges.com/ ;01 84 16 04 64;quisont@lesgeorges.com 
812;informatique;01/01/2013;212 RUE SAINT MAUR75010  Paris;-;-;-
813;informatique;01/02/2015;-- Paris;https://meem.io/#whatis ;-;contact@meem.io 
814;informatique;01/01/2015;60, rue Saint Jacques13006  Marseille;https://www.oscar-manager.fr/ ;ncabanes@adezio.fr ;
815;informatique;01/01/2015;-- -;http://www.lowiee.com/fr ;;
816;informatique;01/07/2015;2A rue Nord69360  Saint Symphorien d’Ozon;http://www.meetmeup.fr/ ;06 98 82 28 05;business@meetmeup.fr 
817;informatique;01/01/2010;12 Rue de l'Arcade75008 Paris;http://www.rok-solution.fr/;01 42 81 51 98;contact@rok-solution.com
818;informatique;01/01/2013;80 Pall MallSW1Y 5ES  Londres;http://www.darktrace.com/;+44 (0) 20 7925 3551;info@darktrace.com
819;informatique;01/01/2015;6 bis Rue du Maréchal Leclerc 78780  Maurecourt ;http://www.oneclickdevis.com/ ;06 22 62 07 78  ;franck@oneclickdevis.com 
820;informatique;01/01/2015;17, Villa Scheffer 75116  Paris;http://www.eyesclosed.fr/ ;06.43.80.03.11 ;martin.lesieur@eyesclosed.fr  
821;informatique;01/07/2015;23 avenue de l’observatoire75006  Paris;http://radiome.fr/ ;06 32 68 93 94;contact@radiome.fr 
822;informatique;01/01/2015;23 rue Marquet 92700  Colombes;http://easy-spot.fr/ ;06 72 49 12 45;
823;informatique;01/01/2014;Bomastraat 14B9000  Gent;http://www.coscale.com/;+32 9 279 46 94;info@coscale.com
824;informatique;01/01/2015; 2 avenue de Romans38160 Saint-Marcellin;http://www.ideoo.com;09 79 94 83 00;info@ideoo.com
825;informatique;01/10/2014;Espace GII 9, place Jacques Marette75015 Paris;http://www.optimiam.com/index.html;+33 7 83 68 33 89;hello@optimiam.com
826;informatique;01/01/2007;16 rue de la Comète75007 Paris;http://www.incwo.com/;;
827;informatique;01/01/2015;24 rue du de l'Orangerie 93250  Villemomble;https://www.smartpap.fr/ ;06 98 96 15 47;vincent.babin@smartpap.fr 
828;informatique;01/01/2015;97 Allée Théodore Monod, ESTIA 2, Technopole Izarbel Côte Basque64210  Bidart;http://kappsports.com/ ;06 85 55 94 57;contact@kappsports.com 
829;informatique;01/01/2015;24 Chemin du Masy1325  Corroyle-Grand;http://www.constructadvisor.be/?cookieok=1 ;;info@media-sales.be 
830;informatique;01/01/2014;37 Rue Barthelemy Thimonnier 87000  LIMOGES;http://voxypop.fr/ ;;contact@voxypop.fr 
831;informatique;01/01/2015;-- -;http://www.orbout.com/ ;;contact@orbout.com 
832;informatique;01/01/2011;87 quai de Queyries33100  Bordeaux;http://www.lamarchande.com/ ;;contact@lamarchande.com 
833;informatique;01/01/2014;128 rue du Faubourg de Douai 59000  Lille ;https://www.mileswallet.com/fr/home/ ;;
834;informatique;02/04/2015;97, Boulevard Félix Grat 53000  LAVAL ;https://www.kwibee.com/ ;;
835;informatique;01/01/2010;Co No 06570126 1st Floor, Merchants House Wapping Road Bristol BS1 4RW- -;https://www.vouchercloud.fr/ ;;hello@vouchercloud.fr 
836;informatique;01/06/2014;16 Chemin Du Siroux69260 Charbonnières les bains;http://www.sentryo.net/;06 32 67 48 35;
837;informatique;01/09/2010;805 Veterans Blvd - Suite 307Redwood City 94063;https://badgeville.com/;;privacy@badgeville.com
838;informatique;01/01/2011;2 rue de la Piquetterie91680 Bruye?res-le-Cha?tel;http://cybeletech.com/;;contact@cybeletech.com
839;informatique;01/02/2007;Stresemannstr.37522761  Hambourg;http://fr.jimdo.com/ ;+49 40 - 8 22 44 997;team@jimdo.com
840;informatique;28/03/2012; 165, Avenue de Bretagne59000  Lille;http://www.monitinerant.com/ ;09 82 61 18 50;eglantine@wordcom.fr
841;informatique;01/07/2014;-- -;https://www.plumelabs.com/fr ; 06 50 16 14 37 ;team@plumelabs.com 
842;informatique;01/01/2015;6 rue de Belgique, CP 1917138   Puilboreau ;http://likelunch.fr/ ;05 46 66 10 00;contact@likelunch.fr 
843;informatique;01/01/2014;37 Rue Barthélémy Thimonnier – ZI Nord 87000  LIMOGES;http://safely.fr/ ;05 55 04 92 00 ;contact@safely.fr 
844;informatique;01/01/2015;130, boulevard Voltaire75000 Paris;http://www.beedeez.com/contact ;;contact@beedeez.com 
845;informatique;01/01/2013;8 rue Edouard Lockroy75011 Paris;http://snips.net/;;contact@snips.net
846;informatique;01/01/2010;400 avenue Roumanille06906  Sophia Antipolis;http://www.robocortex.com/;04 93 00 12 04;contact@robocortex.com
847;informatique;01/01/2011;27 rue du Chemin Vert75011 Paris;http://www.openocean.fr/;09 72 39 01 66;contact@openocean.fr
848;informatique;01/04/2015;-- -;http://mhikes.com/ ;;contact@mhikes.com
849;informatique;01/01/2011;36 boulevard Sébastopol 75004  Paris;http://www.genymobile.com/ ;01 83 64 25 40;contact@genymobile.com 
850;informatique;01/12/2014;15 cours Mirabeau 13100  Aix en Provence;https://www.flooz.me/ ;04 20 88 00 16;hello@flooz.me 
851;informatique;01/02/2015;SPINALI DESIGN 21 rue de Thann68200  Mulhouse;http://www.spinali-design.fr/;03 89 33 00 08;contact@spinali-design.fr
852;informatique;01/01/2015;-- -;http://ilovepromo.launchrock.com/ ;;contact@ilovepromoapp.com 
853;informatique;01/10/2012;-- -;http://www.voxwave.fr/ ;;
854;informatique;01/01/2015;16 boulevard Grosso06000  Nice;http://www.oulah.fr/ ;;
855;informatique;01/01/2014;20, rue Latour Maubourg 06400  Cannes;https://www.myfav-app.com/ ;04 83 44 15 11;contact@myfav-app.com
856;informatique;01/01/2015;24 rue voltaire 92300  Levallois-Perret;http://www.skillsolutions-software.com/ ;;
857;informatique;01/01/2013;NOWTEAM - 2000 Route des Lucioles - Les Algorithmes Batiment Aristote A 06410  Biot;http://www.iakaa.com/ ;09 73 87 25 20;contact@iakaa.com 
858;informatique;01/03/2015;-- -;http://www.weecame.net/ ;-;-
859;informatique;01/01/2012;85 bd gal Leclerc85 bd gal Leclerc, 92110 Clichy, France Clichy;http://www.comparabus.com/fr/ ;;contact@comparabus.com 
860;informatique;01/01/2015;-- -;http://www.heyythere.com/FR.php ;;Contactusheyy@heyythere.com
861;informatique;01/01/2009;61, avenue Roger Cohé 33600  Pessac;http://www.mib-agence.com/;09.66.98.08.25;agence@mib-agence.com 
862;informatique;01/01/2014;-- -;http://www.fr.payfacile.com/ ;;
863;informatique;01/01/2014;-- -;http://www.youpush.co/ ;;contact@youpush.fr
864;informatique;01/01/2014;24 rue Volta92800  PUTEAUX ;http://www.myurbanr.com ;;
865;informatique;01/07/2014;Warner Yard London ,EC1R 5EY- -;http://www.dojoapp.fr/# ;;bonjour@dojoapp.co 
866;informatique;01/01/2015;-- -;http://www.lescoursesplusvite.fr/# ;07 82 79 45 43;hello@lescoursesplusvite.fr
867;informatique;01/01/2015;39 rue du Caire 75002  Paris;http://www.lowcode.fr/ ;-;
868;informatique;01/01/2013;Hlinky 995/70, Staré Brno, 603 00 Brno- -;http://www.reservio.com/fr/ ;;info@reservio.com
869;informatique;01/01/2014;4 avenue Laurent Cely 92600 Asnières-sur-Seine;http://wittyfit.com/;;contact@wittyfit.com
870;informatique;01/01/2006;Suite 101San Francisco 94107;https://www.anaplan.com/;(+1) 415-742-8199;support@anaplan.com
871;informatique;01/01/2012;Avenue Bernard Hirsch95021  Cergy Pontoise;https://www.onepark.fr/ ;01 80 88 96 49;contact@onepark.fr 
872;informatique;01/01/2014;64A Rue Sully 21000  DIJON;http://www.sweepin.fr/ ;03 80 40 33 40;contact@sweepin.fr
873;informatique;01/01/2015;-- Paris;http://tripaff.com/ ;;contact@tripaff.com
874;informatique;03/04/2014;34 Rue de la Montagne Sainte Geneviève75005  Paris;http://skydefense.com/; +33 (0)6 75 13 39 44;info@skydefense.com
875;informatique;01/01/2014;-- -;http://www.wizzluck.com/ ;;
876;informatique;01/01/2015;-- -;http://pistache-app.com/ ;;equipe@pistache-app.com 
877;informatique;01/01/2015;-- -;http://dizzit.co/ ;;contact@dizzit.co 
878;informatique;12/07/2013;Le Village  55 Rue la Boétie75008  Paris ;http://q3-technology.com/fr/;+33 (0)1 64 64 00 50 68; info@q3-technology.com
879;informatique;01/01/2014;35 B RUE CLOVIS51100  REIMS;https://www.ushopia.fr/ ;-;-
880;informatique;01/01/2013;75 rue de Rennes 75006  Paris;https://www.sharette.fr/ ;01 76 42 00 49;contact@sharette.fr
881;informatique;01/01/2015;273 Boulevard de Beaurepaire 59100  Roubaix;http://www.au-secours.net;0811 69 05 29;-
882;informatique;01/01/2013;73 rue de la République69002  Lyon;http://www.axeleo.com/ ;06.48.00.66.74;contact@axeleo.com
883;informatique;06/10/2014;57 Avenue Pierre Sémard - Grasse06130  Nice;http://www.gridbeecom.com/;+33 (0)4 89 85 60 62; info@gridbeecom.com
884;informatique;01/01/2014;EPFL Innovation Park Bâtiment C C/O Fondation du Parc Scientifique1015  Lausanne;http://www.piq.com/;;contact@piq.com
885;informatique;01/01/2006;77 Geary Street, Suite 40094108 San Francisco ;https://www.mulesoft.com/;+1 415 229 20 09;info@mulesoft.com
886;informatique;01/12/2011;49 rue Fernand Pelloutier 92100  Boulogne Billancourt ;http://s4m.io/; +33 (0)1 84 19 06 59; contact@s4m.io
887;informatique;01/01/2015;1746 route de mende 34000 Montpellier ;http://madeinplan.com ;;toury.maxime@gmail.com 
888;informatique;25/02/2014;40 Avenue de Castres 31500  Toulouse;http://geovast3d.com/;+33 (0)5 62 47 59 10;contact@geovast3d.com
889;informatique;01/10/2014;76 Allée Jean Jaurès31000  Toulouse;https://www.minutepapillote.fr/;+33 (0)5 81 97 66 86;contact@minutepapillote.fr
890;informatique;01/01/2012;130 Rue Lourmel75015 Paris;http://logmatic.io/;;
891;informatique;01/11/2011;164 Ter, rue d'Aguesseau92120 Boulogne-Billancourt;http://www.optiflows.com/;01 82 70 15 50;
892;informatique;01/01/2014;22 RUE TRONCHET75008  75008 ;http://www.innovorder.fr/ ;06.85.90.91.90;
893;informatique;01/01/2011;73 rue des quatre églises 54000 Nancy;http://www.digilor.fr/;03 55 20 97 50;contact@laboiteaservices.com
894;informatique;01/01/2014;44 avenue Jean Jaurès 69007  LYON ;http://www.onair-alert.com ;;contact@onair-alert.com
895;informatique;01/01/2014;3, rue Pierre Puget78590  Noisy le Roi;http://www.mapstr.com/ ;;contact@mapstr.com
896;informatique;01/01/2015;-- -;http://wudi.io/ ;-;-
897;informatique;01/01/2014;8 RUE BLOMET75015  PARIS;http://www.swingli.com/ ;;
898;informatique;01/01/2015;-- -;http://www.soonmap.com/fr ;;
899;informatique;17/01/2013;31 b Rue de Bellevue95520  Osny;http://www.studapart.com/;+33 (0)1 70 69 45 36;contact@studapart.com
900;informatique;01/01/2015;5, rue de la Claire 69009  Lyon;http://www.baroudeur-app.fr/ ;;contact@baroudeur-app.fr
901;informatique;01/01/2015;16 Boulevard du Jeu de Paume 34000  Montpellier;http://www.bress.healthcare/;;contact@bress.fr
902;informatique;01/01/2014;14 rue Saint Lazare75009  Paris;http://www.wibulle.fr/ ;07 83 23 77 13 ;
903;informatique;01/08/2014;197, avenue d’Eysines33110 Le Bouscat;https://www.transmitio.com/;09 72 48 54 86;support@transmitio.com
904;informatique;01/01/2009;8 Technology Drive01581 Westborough;https://www.simplivity.com/;;webmaster@simplivity.com
905;informatique;01/07/2013;24 rue de l’Est75020 Paris;http://tech4team.fr/;06 84 38 56 33;kevin.vitoz@tech4team.fr
906;informatique;09/02/2012;89 Boulevard de Magenta75010  Paris;http://www.mugg.it/;;mbm@mugg.it
907;informatique;28/01/2013;9 Rue Léopold Sédar-Senghor14460  Colombelles;http://ob-do.com/;+33 (0)2 31 84 75 51;contact@ob-do.com
908;informatique;17/03/2014;47 Boulevard Georges Clemenceau 92400 Courbevoie;http://www.cloudera.com/;;info@cloudera.com
909;informatique;01/03/2015;-- -;http://tagyourcar.co/ ;;
910;informatique;01/01/2014;24 rue Benoît Bennier 69260  Charbonnières-les-bains;http://www.linksoft.fr;04 72 85 61 78 ;contact@linksoft.fr 
911;informatique;01/01/2014;Grenoble ;http://www.collibris-app.com/;;contact@collibris-app.com
912;informatique;18/08/2012;Espagne ;https://gudog.fr/;0805 32 10 23;info@gudog.fr
913;informatique;01/01/2014;102-110 avenue Marceau92400 Courbevoie;http://www.soomville.com/;;info@soomville.com
914;informatique;01/01/2010;80 av. des Buttes de Coësmes35700  Rennes ;http://www.perceptiva-labs.com/;02 99 12 17 08;contact@perceptiva-labs.com
915;informatique;01/01/2010;San Francisco, Californie (Etats-Unis)NC San Francisco;https://www.liveloop.com/;(415) 854-0344;contact@getliveloop.com
916;informatique;01/12/2007;38 Rue Notre Dame de Nazareth75003  Paris;https://www.adyax.com/fr;+33 (0)1 76 77 34 60;contact@adyax.com
917;informatique;01/03/2014;79, rue du Faubourg Poissonnière 75009  Paris;http://overlay.ms/ ;06 85 45 45 09;perrine@overlay.ms
918;informatique;01/01/2011;34 Rue des Bourdonnais75001  Paris;http://magencydigital.com/;+33 (0) 6 74 63 00 96;contact@magencydigital.com
919;informatique;01/01/2013;44 rue Cauchy94 110  Arcueil;http://fr.softcorner.eu/;09 80 80 85 82;contact@softcorner.eu
920;informatique;01/01/2005;Technoparc 9 - 12 rue Michel Labrousse 31100  TOULOUSE;http://www.easyteam.fr/ ;05 61 51 99 64;olivier.renaud@easyteam.fr
921;informatique;01/01/2013;-- -;http://www.monixo.com/ ;09 72 40 25 79;contact@monixo.com
922;informatique;01/01/2009;8245 Boone Blvd Suite 340 22182  Vienna ;https://foundationdb.com/ ;;info@foundationdb.com
923;informatique;01/01/2010;15 rue Jean-Baptiste Berlier - Hall B75013  Paris;http://www.safety-line.fr/fr/ ;01 55 43 75 71;contact@safety-line.fr
924;informatique;01/01/2014;10 rue de Penthièvre75008 Paris;http://www.mooltibox.fr/;;pr@mooltibox.com
925;informatique;01/01/2011;8 Rue du Sentier75002  Paris;http://www.alkemics.com/;;support@alkemics.com
926;informatique;01/01/2014;9 boulevard Mendès-France 44700 Orvault;https://www.africallshop.com/;+33 172 813 307;support@africallshop.com
927;informatique;01/01/2007;1051 E Hillsdale Blvd. - Suite 60094404  Foster City ;https://www.zuora.com/;+1 800 425 1281;info@zuora.com
928;informatique;01/01/2014;24, avenue de la Reine Nathalie 64200  Biarritz;http://www.goozty.com/;05 33 47 21 47;contact@goozty.com
929;informatique;01/01/2013;26 rue du chemin vert75011  Paris;http://www.funkadelichik.com/;01 80 48 67 76;
930;informatique;01/06/2013;20 avenue du Maine75015  Paris;http://www.mobeye-app.com/;01 45 81 72 39;contact@mobeye-app.com
931;informatique;05/12/2012;3 rue de l'arrivee, Tour CIT75015 Paris ;http://uplike.com/;;contact@uplike.com
932;informatique;01/01/2004;58 rue Paul Lafargue69100  VILLEURBANNE;http://opendoor.fr/;09 71 73 91 75;thomas.constans@opendoor.fr
933;informatique;01/07/2014;18 rue de Villette 02300  Caumont; http://www.helpic-app.com/;;contact@helpic-app.com
934;informatique;01/01/2013;96 bis boulevard Raspail75006 Paris;http://www.shift-technology.com/fr/#index;09 72 43 76 18;contact@shift-technology.com
935;informatique;01/01/2011;31 Rue Jean Jacques Rousseau92150  Suresnes;http://www.pixelsquare.fr/;01 47 72 94 52;reseau@pixelsquare.fr
